Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
PPT_BOVIN,Extracellular,306,39593,363.9,-348.2,-34.8,1837.83,31.04575163,9.150326797,24.83660131,9.803921569,12.09150327,12.74509804
ACH1_LONAC,Extracellular,213,26263,222.7,-214.8,-19.6,1290.81,30.51643192,8.450704225,35.21126761,8.920187793,7.981220657,14.55399061
TRYB_DROME,Extracellular,253,30211,277,-199.5,-22,1519.61,32.41106719,7.509881423,35.57312253,5.928853755,6.719367589,14.62450593
PSPB_RAT,Extracellular,376,48291,482.3,-370.3,-58,2256.07,35.63829787,5.319148936,26.06382979,6.382978723,10.90425532,13.03191489
CAS1_MOUSE,Extracellular,313,41178,321.2,-443.8,-28.8,1854.03,29.39297125,7.987220447,40.25559105,10.22364217,8.626198083,5.750798722
CTRL_HALRU,Extracellular,254,31774,218.2,-235.8,-22.4,1514.69,25.59055118,9.05511811,40.5511811,9.448818898,7.480314961,12.5984252
CFHD_HUMAN,Extracellular,331,43367,242,-372.2,-46.8,1992.27,19.93957704,12.08459215,32.62839879,12.99093656,11.78247734,14.50151057
ALBU_CHICK,Extracellular,615,80890,618.2,-794.6,-51.2,3662.83,25.85365854,8.617886179,28.1300813,10.89430894,14.47154472,8.130081301
HEMO_HYACE,Extracellular,413,53199,385.7,-559.7,-54.4,2515.97,26.15012107,8.958837772,23.72881356,11.38014528,15.01210654,14.04358354
CFH1_HUMAN,Extracellular,330,43541,238.5,-391.9,-48.4,1994.07,18.48484848,11.21212121,33.63636364,13.03030303,12.42424242,13.93939394
TRYU_DROME,Extracellular,262,32811,286.6,-258.8,-29.2,1555.26,32.82442748,8.778625954,26.33587786,7.633587786,8.396946565,14.1221374
HP20_TAMAS,Extracellular,196,24902,195,-212,-43.2,1183.6,24.48979592,8.673469388,22.95918367,10.71428571,11.73469388,21.42857143
FGF6_HUMAN,Extracellular,208,26604,242.4,-226.1,-22.4,1299.71,31.25,9.615384615,24.51923077,9.134615385,12.98076923,15.38461538
TRYP_FUSOX,Extracellular,248,28995,269,-192.4,-32.8,1489.08,32.66129032,6.451612903,32.66129032,6.048387097,6.048387097,18.5483871
AEP_YARLI,Extracellular,454,55008,522.7,-493.1,-51.2,2692.99,33.70044053,6.828193833,27.09251101,7.04845815,8.810572687,14.31718062
AMEX_HUMAN,Extracellular,191,24998,145.7,-176.3,-81.6,1167.1,20.94240838,7.853403141,27.22513089,3.664921466,9.947643979,29.84293194
VTDB_HUMAN,Extracellular,474,61417,456.9,-592.2,-47.2,2817.57,26.37130802,7.594936709,29.32489451,12.86919831,13.71308017,8.438818565
PEDF_HUMAN,Extracellular,418,53782,500.3,-527.4,-55.6,2521.14,30.86124402,7.416267943,24.40191388,8.851674641,12.67942584,12.44019139
FBL2_MOUSE,Extracellular,1221,153631,990.3,-1275,-191.6,7079.59,23.58722359,6.060606061,31.36773137,12.03931204,9.090909091,16.13431613
GLB_ASCSU,Extracellular,338,46668,283.1,-587.9,-18.8,2055.02,21.89349112,11.24260355,19.82248521,15.38461538,22.78106509,5.917159763
CASK_CERNI,Extracellular,190,24755,212.4,-227.4,-31.6,1146.71,30.52631579,10,29.47368421,8.947368421,10,11.57894737
APE_BOVIN,Extracellular,316,41609,318,-504.5,-28,1927.6,31.32911392,4.746835443,23.73417722,12.97468354,14.87341772,9.810126582
PRTZ_BOVIN,Extracellular,396,50174,349.6,-440.3,-68.4,2403.61,26.01010101,7.323232323,22.97979798,9.090909091,13.13131313,18.93939394
BOMA_HUMAN,Extracellular,397,52479,426.5,-561.6,-27.2,2369.59,26.70025189,10.57934509,29.21914358,13.60201511,13.35012594,7.304785894
HIG_DROME,Extracellular,958,124133,774.3,-1381.1,-150.8,5898.36,22.86012526,6.471816284,25.05219207,11.4822547,16.70146138,15.55323591
SVS4_RAT,Extracellular,112,14031,89.2,-157.8,-9.2,686.85,20.53571429,6.25,31.25,11.60714286,16.07142857,12.5
VTNC_HUMAN,Extracellular,478,62831,363.7,-646.9,-74,2879.54,21.33891213,11.71548117,24.05857741,10.25104603,13.59832636,15.48117155
ALB1_SALSA,Extracellular,608,78000,632.9,-724.2,-48.4,3606.47,29.44078947,5.592105263,27.30263158,8.388157895,14.96710526,7.565789474
CAS1_CAPHI,Extracellular,214,28096,205.3,-289.2,-34,1278.24,27.10280374,9.345794393,26.1682243,14.48598131,11.68224299,13.08411215
A1AT_CYPCA,Extracellular,372,48530,385,-480.1,-32,2232.2,26.34408602,8.064516129,29.30107527,9.408602151,13.97849462,9.408602151
PAC6_MOUSE,Extracellular,915,117828,676.2,-1077.8,-92.4,5500.05,21.31147541,9.180327869,31.36612022,9.836065574,14.20765027,12.78688525
NUP1_PENCI,Extracellular,270,34037,254.6,-306.8,-21.2,1566.03,31.11111111,10,27.77777778,10,8.888888889,10.74074074
CTR2_VESCR,Extracellular,218,27556,260.9,-254.4,-26.4,1337.11,31.65137615,7.798165138,27.06422018,8.71559633,12.3853211,15.13761468
CAS1_MACEU,Extracellular,237,32339,235.3,-367.2,-25.6,1441.92,27.00421941,10.54852321,22.78481013,15.61181435,16.03375527,8.016877637
APL3_LOCMI,Extracellular,179,22296,205.9,-266.8,-14.4,1062.38,38.54748603,2.234636872,32.96089385,15.6424581,10.05586592,6.703910615
CASK_MOUSE,Extracellular,181,23279,195.9,-182,-39.2,1073.82,30.38674033,8.839779006,33.70165746,13.25966851,5.524861878,14.36464088
LAMP_PETMA,Extracellular,139,15726,193.7,-55,-27.6,856.54,46.04316547,7.194244604,7.913669065,0,8.633093525,30.21582734
AACT_HUMAN,Extracellular,423,55192,531.8,-544.8,-32,2517.03,32.38770686,8.747044917,26.47754137,11.34751773,12.05673759,7.56501182
PHO2_YARLI,Extracellular,358,44429,357.8,-396.1,-47.2,2115.06,28.49162011,10.61452514,27.65363128,10.89385475,8.659217877,15.36312849
SXA2_SCHPO,Extracellular,507,65659,523.9,-594.3,-47.2,2960.11,27.02169625,12.22879684,32.14990138,13.01775148,7.889546351,10.25641026
APAR_PIG,Extracellular,202,26316,210.1,-238,-29.6,1214.83,28.21782178,6.435643564,22.27722772,10.89108911,14.85148515,14.35643564
GUN_ASPAC,Extracellular,237,29780,206.8,-250.7,-20.4,1392.25,27.00421941,13.5021097,35.02109705,7.594936709,5.907172996,12.65822785
A1BG_HUMAN,Extracellular,474,60396,501.2,-575.6,-82,2868.12,29.32489451,7.383966245,21.72995781,10.54852321,12.65822785,16.66666667
LP3_BOMMO,Extracellular,254,33763,269.3,-336,-18.4,1531.68,30.31496063,12.99212598,22.83464567,12.99212598,13.38582677,8.661417323
CAS3_MOUSE,Extracellular,184,24371,165.3,-271,-18,1093.2,21.73913043,10.86956522,38.58695652,11.41304348,11.95652174,6.52173913
YGP1_YEAST,Extracellular,354,43696,444.2,-388.3,-34.4,2092.67,34.18079096,7.90960452,33.33333333,11.01694915,7.062146893,9.88700565
MIP_TRYCR,Extracellular,196,25621,191.4,-276.1,-22,1206.43,25.51020408,8.673469388,19.3877551,10.71428571,16.83673469,14.28571429
PERL_BOVIN,Extracellular,712,93348,746.1,-954.3,-87.2,4359.65,27.52808989,9.41011236,26.26404494,10.6741573,14.18539326,12.07865169
ESP4_LACVV,Extracellular,172,22518,174.5,-191.7,-21.6,1021.11,26.74418605,10.46511628,22.6744186,9.302325581,13.37209302,12.20930233
HPT1_HUMAN,Extracellular,347,44636,356.7,-439,-37.6,2079.83,29.68299712,8.933717579,24.2074928,10.95100865,13.25648415,12.39193084
GRP2_RAT,Extracellular,246,30910,137.3,-447.5,-54.4,1358.8,18.69918699,0.81300813,35.77235772,22.35772358,5.284552846,17.4796748
MASP_HUMAN,Extracellular,375,48822,438.8,-521.9,-30.8,2231.79,27.46666667,8,28.53333333,14.13333333,13.86666667,8.533333333
GDN_HUMAN,Extracellular,398,51097,524.1,-472.6,-44.4,2435.63,33.16582915,7.788944724,27.13567839,9.798994975,13.06532663,10.55276382
TRYA_MANSE,Extracellular,256,32202,280.6,-294.5,-25.2,1583.4,32.03125,8.59375,29.6875,10.9375,11.328125,14.0625
INU1_KLUMA,Extracellular,555,72117,503.8,-703.1,-60,3237.08,22.88288288,15.13513514,30.27027027,12.07207207,8.828828829,12.43243243
AMEX_BOVIN,Extracellular,213,27907,175.1,-208.6,-88,1298.52,22.0657277,7.042253521,29.10798122,3.755868545,9.389671362,28.63849765
TENA_CHICK,Extracellular,1808,231164,1559.5,-2327,-216.8,10659.26,22.95353982,7.245575221,29.03761062,13.38495575,11.89159292,14.54646018
PSPD_RAT,Extracellular,374,44233,278.4,-420,-95.2,2277.98,22.99465241,3.743315508,21.12299465,11.22994652,10.96256684,30.7486631
I12B_BOVIN,Extracellular,327,42876,308.1,-428.5,-28.4,1959.02,25.99388379,10.39755352,27.21712538,10.09174312,14.06727829,8.868501529
ZA2G_HUMAN,Extracellular,295,39126,268.9,-408.7,-38.8,1767.57,26.44067797,11.86440678,22.71186441,10.84745763,13.22033898,12.54237288
CASB_MACEU,Extracellular,302,41258,350,-453.4,-50,1866.44,28.47682119,7.61589404,20.52980132,15.89403974,17.8807947,10.59602649
NKG5_HUMAN,Extracellular,145,18947,141.5,-185.2,-14.8,911.66,28.96551724,5.517241379,28.96551724,6.896551724,15.86206897,11.03448276
XYL1_COCCA,Extracellular,221,27662,141.6,-246,-22.4,1325.74,21.26696833,13.12217195,37.55656109,9.954751131,7.692307692,15.83710407
SODE_ONCVO,Extracellular,201,24481,234.8,-213.2,-19.6,1218.64,30.84577114,6.965174129,25.87064677,8.955223881,11.94029851,18.4079602
CETP_HUMAN,Extracellular,493,63563,663.5,-559.2,-36.8,2925.12,32.65720081,9.127789047,28.80324544,8.113590264,10.54766734,8.92494929
SSP1_BOMMO,Extracellular,747,100567,703.1,-813.2,-58.8,4503.36,24.09638554,10.57563588,30.38821954,8.969210174,13.78848728,8.43373494
ARY1_CALVI,Extracellular,759,105881,689.5,-975.1,-52.8,4502.72,20.28985507,22.66139657,20.28985507,11.06719368,14.36100132,8.300395257
IML2_DROME,Extracellular,263,34104,288.4,-373.3,-27.6,1589.44,30.79847909,5.323193916,24.7148289,12.54752852,14.82889734,10.2661597
SAP_RAT,Extracellular,554,71007,648.8,-610,-70.4,3273.88,32.67148014,5.054151625,28.5198556,11.9133574,10.83032491,10.64981949
PHLD_BOVIN,Extracellular,839,107581,870.1,-937,-94,5026.03,26.93682956,11.5613826,26.22169249,8.343265793,11.32300358,14.42193087
CUT1_CAEEL,Extracellular,423,52695,472.3,-466.6,-55.6,2516.22,31.91489362,6.855791962,27.18676123,9.456264775,9.692671395,13.71158392
CASB_BOVIN,Extracellular,224,29092,275.6,-257.5,-58,1340.78,30.35714286,6.25,25.89285714,10.71428571,9.375,17.85714286
HPT2_HUMAN,Extracellular,406,52444,391.9,-530.1,-46,2436.67,28.32512315,9.113300493,23.39901478,11.33004926,14.03940887,12.80788177
CUDP_METAN,Extracellular,388,47252,396.9,-419.2,-41.2,2340.05,30.92783505,7.216494845,27.31958763,7.216494845,11.08247423,14.94845361
TRYT_DROME,Extracellular,262,33008,282.7,-268.6,-24,1547.92,30.91603053,8.778625954,24.80916031,10.6870229,9.923664122,13.74045802
BAR1_YEAST,Extracellular,587,74207,571.4,-667.8,-60.4,3407.62,25.38330494,9.710391823,35.94548552,11.58432709,7.495741056,10.90289608
A1AT_BOMMO,Extracellular,392,50487,482.7,-540.9,-27.2,2336.94,32.65306122,8.673469388,26.53061224,13.7755102,11.98979592,7.397959184
PHOA_PENCH,Extracellular,412,52975,391.1,-489.4,-49.2,2425.44,26.69902913,11.65048544,28.6407767,10.19417476,9.951456311,12.37864078
IGUP_HUMAN,Extracellular,249,33154,270.5,-414.9,-26.8,1513.57,28.51405622,6.425702811,18.87550201,16.06425703,18.07228916,10.04016064
SAX_RANCA,Extracellular,844,108157,768.7,-1058.8,-86.4,5091.68,25,8.056872038,29.26540284,10.66350711,14.33649289,11.72985782
GLBH_TRICO,Extracellular,173,23062,186.9,-270.4,-9.6,1057.75,28.9017341,13.29479769,17.34104046,8.670520231,18.49710983,6.936416185
GSHU_BRUMA,Extracellular,223,29849,246.4,-306.2,-29.6,1363.69,27.80269058,10.76233184,23.76681614,13.90134529,14.79820628,13.0044843
I12B_MOUSE,Extracellular,335,44204,286.5,-451.6,-31.2,2008.81,22.3880597,9.552238806,31.94029851,12.23880597,14.02985075,8.955223881
ENAM_BOVIN,Extracellular,389,50798,350.6,-640.4,-35.2,2328.68,26.73521851,3.856041131,28.02056555,14.39588689,15.68123393,8.740359897
KNH_HUMAN,Extracellular,644,83439,512.9,-956.8,-80.8,3882.03,20.1863354,7.453416149,30.43478261,11.02484472,15.99378882,13.19875776
UFBP_PIG,Extracellular,417,55192,570.9,-598,-27.2,2583.3,33.57314149,7.434052758,23.98081535,10.55155875,17.5059952,5.51558753
BTD_HUMAN,Extracellular,523,68242,596.1,-572.6,-59.2,3097.78,29.44550669,12.23709369,23.51816444,10.51625239,11.47227533,12.23709369
APL3_MANSE,Extracellular,189,24154,195.1,-323.3,-6.8,1146.28,31.21693122,5.291005291,26.98412698,15.34391534,17.46031746,4.232804233
MS2B_DROMA,Extracellular,90,11845,94.7,-105.4,-4,526.85,26.66666667,10,38.88888889,8.888888889,10,4.444444444
AMYG_HORRE,Extracellular,616,77428,629.3,-624.2,-75.6,3612.57,30.84415584,11.03896104,29.38311688,9.253246753,6.331168831,13.63636364
THRB_HUMAN,Extracellular,622,81136,542.7,-827.3,-72.4,3742.03,24.43729904,9.003215434,25.72347267,12.21864952,13.82636656,13.18327974
PHOA_ASPNG,Extracellular,417,54172,365.8,-512.8,-46.8,2421.9,23.98081535,13.66906475,29.01678657,12.23021583,8.393285372,12.94964029
TENA_HUMAN,Extracellular,2199,280013,2055.9,-2730.2,-256.8,12931.78,25.51159618,7.276034561,28.24010914,12.36925875,10.86857663,13.9154161
CRC1_HOMGA,Extracellular,181,23884,167.5,-235.5,-18,1078.17,24.30939227,15.46961326,28.17679558,12.15469613,11.60220994,9.944751381
TRYZ_DROME,Extracellular,280,34587,324.8,-265.5,-37.2,1633.53,32.85714286,8.928571429,24.64285714,8.928571429,6.428571429,17.14285714
CFAI_HUMAN,Extracellular,583,76121,532.3,-687.2,-48.8,3511.53,23.67066895,10.12006861,29.15951973,9.433962264,14.40823328,11.14922813
UN52_CAEEL,Extracellular,2481,315153,2122.3,-3232.2,-432,14817.27,23.78073358,6.529625151,27.85167271,10.84240226,11.93067312,17.17049577
EP45_XENLA,Extracellular,436,57344,487.9,-635.1,-30,2632.26,27.75229358,8.944954128,30.04587156,12.8440367,14.67889908,7.568807339
PSPB_HUMAN,Extracellular,381,48908,427.1,-367.9,-61.6,2260.2,31.49606299,4.98687664,29.13385827,6.56167979,9.711286089,14.43569554
SPRC_CAEEL,Extracellular,264,34872,235,-382.9,-24,1566.48,24.62121212,6.060606061,21.96969697,16.66666667,18.18181818,9.090909091
STAT_HUMAN,Extracellular,62,8394,58.2,-57.8,-13.2,375.48,22.58064516,20.96774194,22.58064516,4.838709677,8.064516129,19.35483871
