Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
ETS1_HUMAN,Nucleus,441,58271,392.3,-592.2,-55.2,2615.96,23.80952381,11.33786848,25.3968254,9.750566893,12.92517007,11.56462585
AMT1_CANGA,Nucleus,265,34145,208.8,-379.7,-30,1586.5,20,3.018867925,40,16.60377358,13.96226415,11.32075472
FUS_HUMAN,Nucleus,526,62820,78.7,-680.1,-104,3201.45,5.513307985,9.885931559,33.26996198,6.653992395,10.2661597,34.03041825
NOT1_YEAST,Nucleus,2108,277983,2807,-2910.4,-162.4,12643.37,33.0170778,8.633776091,28.17836812,11.9544592,12.00189753,6.878557875
HCGP_MOUSE,Nucleus,308,39436,232.1,-496.3,-33.2,1823.64,22.4025974,5.844155844,26.62337662,13.63636364,14.61038961,11.36363636
HXA5_HUMAN,Nucleus,270,34169,155.6,-352.3,-42,1676.92,20,8.888888889,29.62962963,8.888888889,15.92592593,16.66666667
BRC1_DROME,Nucleus,728,90523,543,-1060,-90.4,4370,21.97802198,3.708791209,43.13186813,13.46153846,11.26373626,13.32417582
NFIA_CHICK,Nucleus,522,66787,431.2,-654.6,-114,3209.34,21.07279693,7.85440613,29.11877395,7.85440613,13.98467433,18.3908046
TF11_DROME,Nucleus,921,115785,946.5,-1282.3,-138.8,5688.83,29.09880565,2.062975027,35.93919653,10.2062975,12.1606949,13.89793702
CREA_HUMAN,Nucleus,220,28222,195.1,-334.3,-24.4,1343.59,27.27272727,2.272727273,30,13.63636364,15.45454545,10
H2B_TRYCR,Nucleus,112,14359,109.2,-167.7,-6.8,744.55,29.46428571,3.571428571,30.35714286,10.71428571,24.10714286,7.142857143
HXB4_XENLA,Nucleus,232,30596,132.8,-350.7,-34.4,1476.67,16.81034483,8.620689655,33.62068966,9.913793103,20.25862069,12.5
SPT6_YEAST,Nucleus,1451,194204,1436.7,-2519.1,-94.4,8554.58,25.70640937,8.959338387,23.9145417,17.43625086,15.36871123,6.960716747
MCM2_YEAST,Nucleus,868,114275,899.8,-1398.6,-76,5197.78,27.53456221,6.221198157,23.73271889,14.86175115,15.20737327,9.447004608
PUT3_YEAST,Nucleus,979,128893,1022.3,-1414.2,-66.8,5762.35,26.04698672,9.295199183,33.40143003,15.21961185,11.54239019,7.252298264
HEXP_LEIMA,Nucleus,271,33055,53,-314.2,-40.4,1666.47,9.225092251,5.535055351,30.99630996,8.856088561,17.71217712,23.98523985
RPB9_YEAST,Nucleus,122,16450,102.7,-179.4,-9.6,742.13,17.21311475,9.836065574,36.06557377,13.1147541,16.39344262,7.37704918
PRT2_SEPOF,Nucleus,77,11841,20.7,-223.5,-2.4,670.43,10.38961039,6.493506494,15.58441558,2.597402597,61.03896104,3.896103896
AEF1_DROME,Nucleus,308,39270,263.3,-441.4,-43.2,1890.21,25.64935065,3.896103896,35.71428571,10.38961039,16.23376623,11.68831169
T2EA_HUMAN,Nucleus,439,57309,407.4,-667.3,-40.4,2578.76,27.1070615,6.833712984,21.86788155,15.261959,14.5785877,9.339407745
STTN_RAT,Nucleus,463,58597,505.8,-598.6,-59.2,2856.21,29.58963283,6.479481641,21.38228942,10.1511879,15.98272138,15.1187905
HME1_CHICK,Nucleus,333,40453,232.9,-430.5,-80.8,2085.61,24.62462462,4.204204204,22.22222222,9.60960961,15.01501502,24.62462462
FRA1_HUMAN,Nucleus,271,34240,205.1,-342,-72.4,1676.27,21.40221402,4.79704797,26.56826568,9.963099631,13.65313653,22.50922509
PAX8_MOUSE,Nucleus,457,57005,382.8,-530.9,-85.6,2774.21,23.8512035,7.002188184,31.50984683,7.002188184,11.59737418,17.94310722
MYC_CHICK,Nucleus,416,53459,370.1,-603.8,-69.6,2503.42,26.92307692,6.009615385,24.51923077,13.70192308,14.18269231,12.98076923
XPA_DROME,Nucleus,296,39147,224.4,-479.9,-29.2,1806.11,22.63513514,7.432432432,22.97297297,15.54054054,19.25675676,10.47297297
TF2D_HUMAN,Nucleus,339,43739,337.3,-460.5,-52.4,2075.71,26.84365782,6.489675516,38.3480826,6.784660767,9.439528024,13.86430678
H101_CHICK,Nucleus,218,25793,188.3,-330.9,-39.2,1543.99,36.23853211,0.917431193,12.3853211,4.128440367,30.73394495,16.05504587
ELT1_CAEEL,Nucleus,416,52243,279.5,-486.8,-54.4,2511.67,18.99038462,7.932692308,43.75,12.74038462,9.375,14.66346154
RGM1_YEAST,Nucleus,211,27636,173.8,-285.7,-51.2,1320.61,21.80094787,7.582938389,31.7535545,8.530805687,15.63981043,16.58767773
RAN_GIALA,Nucleus,226,29442,263.1,-318.2,-24.8,1358.91,29.20353982,8.849557522,23.45132743,10.61946903,13.27433628,11.50442478
TC1A_CAEBR,Nucleus,273,36701,225,-408.4,-36.8,1755.83,23.44322344,8.791208791,25.64102564,9.89010989,19.78021978,12.82051282
RAD5_YEAST,Nucleus,1169,154874,1219.3,-1806.5,-83.6,7050.62,25.83404619,7.869974337,28.31479897,13.34473909,15.48331908,7.613344739
U2AF_SCHPO,Nucleus,517,68155,483.9,-801.2,-64,3171.86,24.17794971,8.704061896,23.01740812,11.99226306,16.4410058,12.37911025
TF3A_YEAST,Nucleus,429,57674,350.9,-723.3,-34.4,2673.32,19.58041958,6.75990676,30.53613054,13.98601399,22.37762238,8.158508159
SRF_XENLA,Nucleus,448,54110,399.7,-488.3,-69.2,2692.64,25.44642857,4.017857143,36.60714286,7.589285714,8.482142857,18.52678571
GA15_CRILO,Nucleus,168,21817,103.4,-290,-20,983.55,19.04761905,4.166666667,32.14285714,19.64285714,12.5,11.9047619
TOP2_DROME,Nucleus,1447,190237,1364.3,-2318.9,-130.4,8843.59,24.67173462,8.01658604,23.28956462,13.89080857,17.69177609,10.71181755
HMP1_ONCMY,Nucleus,358,45757,320.2,-447.5,-47.2,2209.14,25.1396648,5.865921788,31.84357542,9.776536313,15.36312849,12.84916201
CTK1_YEAST,Nucleus,528,69919,423.8,-847.2,-51.6,3259.53,20.64393939,8.901515152,34.46969697,16.09848485,16.09848485,10.22727273
EYA_DROME,Nucleus,766,94338,598.2,-864.7,-104,4580.81,24.80417755,8.355091384,33.55091384,8.746736292,9.53002611,16.71018277
HUNB_DROME,Nucleus,758,96646,528.1,-1020.7,-120,4561.42,21.50395778,5.672823219,38.39050132,10.29023747,12.40105541,13.45646438
ECR_DROME,Nucleus,878,109533,813.1,-1015.3,-117.2,5264.31,26.30979499,4.897494305,34.16856492,9.567198178,10.25056948,15.9453303
TF2B_YEAST,Nucleus,345,44348,383.8,-475.3,-30,2120.36,29.56521739,4.927536232,25.79710145,11.5942029,16.52173913,10.43478261
EGR4_RAT,Nucleus,478,58198,457.7,-456.4,-110.8,2913.77,28.45188285,7.740585774,20.08368201,5.857740586,11.92468619,22.17573222
RECQ_HUMAN,Nucleus,659,86588,692.8,-907.1,-40.8,3998.71,28.07283763,8.042488619,29.28679818,12.13960546,15.17450683,7.283763278
PDM2_DROME,Nucleus,498,64346,405.7,-710.6,-70.4,2996.99,21.8875502,4.819277108,38.95582329,13.25301205,11.64658635,11.84738956
MSSP_HUMAN,Nucleus,372,47115,294.8,-482.7,-61.2,2259.19,23.38709677,6.989247312,35.21505376,9.677419355,11.55913978,15.32258065
ETS2_XENLA,Nucleus,472,62312,401.8,-627.7,-51.2,2792.75,22.45762712,11.44067797,30.50847458,12.07627119,11.86440678,11.22881356
RPC1_YEAST,Nucleus,1460,188377,1668.1,-1969.5,-149.2,8912.88,30.20547945,6.849315068,24.24657534,11.36986301,14.8630137,11.78082192
UBC2_DROME,Nucleus,151,19888,142.8,-213.3,-24.8,915.57,23.8410596,9.933774834,27.15231788,12.58278146,13.24503311,13.24503311
MX1_RAT,Nucleus,652,86102,732,-1033.3,-46.4,3961.37,28.98773006,5.981595092,25.9202454,13.80368098,16.71779141,7.668711656
LAM0_DROME,Nucleus,622,82348,569,-1167.6,-40.4,3814.84,26.36655949,3.697749196,29.74276527,17.20257235,17.52411576,6.109324759
PDR4_YEAST,Nucleus,650,84136,505.9,-1136.8,-60,3792.59,19.07692308,6.153846154,37.69230769,18.46153846,12.46153846,8.769230769
PCNA_YEAST,Nucleus,258,33509,350,-339.5,-17.6,1488.2,31.78294574,8.139534884,23.64341085,9.689922481,10.85271318,7.751937984
TC3A_CAEEL,Nucleus,329,44113,333.8,-526.8,-26,2107.56,27.05167173,8.20668693,26.13981763,10.94224924,20.36474164,7.902735562
CDP_HUMAN,Nucleus,1505,191242,1288.4,-2284.1,-236,9139.41,25.71428571,3.787375415,29.43521595,12.95681063,13.48837209,14.08637874
T2FA_YEAST,Nucleus,735,95329,584.1,-1288.9,-83.2,4455.83,21.9047619,5.034013605,26.12244898,17.55102041,17.14285714,11.97278912
RB_HUMAN,Nucleus,928,122723,992.7,-1294.8,-107.6,5653.08,27.04741379,7.974137931,27.69396552,12.71551724,14.97844828,9.590517241
DA81_YEAST,Nucleus,970,126494,906.4,-1461.6,-99.6,5822.84,24.53608247,7.010309278,39.48453608,15.15463918,11.54639175,8.969072165
EGR1_BRARE,Nucleus,511,64258,394,-568.1,-101.2,3098.27,21.13502935,7.240704501,39.13894325,6.653620352,10.56751468,14.87279843
DBP2_YEAST,Nucleus,546,70741,458.2,-800.4,-70.4,3359.08,22.89377289,8.608058608,23.44322344,10.98901099,15.2014652,17.3992674
KU86_HUMAN,Nucleus,731,95619,857.6,-1059.7,-64.8,4374.49,28.45417237,8.344733242,24.07660739,11.21751026,14.77428181,9.439124487
RAD3_YEAST,Nucleus,778,103669,871.8,-1081.7,-64.4,4675.18,28.53470437,8.997429306,24.29305913,12.59640103,14.52442159,8.354755784
HMGY_HUMAN,Nucleus,95,12228,21.7,-204.1,-22.8,638.43,7.368421053,0,26.31578947,15.78947368,28.42105263,22.10526316
TOA2_YEAST,Nucleus,122,15621,134.5,-170.2,-4.4,719.89,29.50819672,6.557377049,30.32786885,9.836065574,12.29508197,6.557377049
BAF1_KLULA,Nucleus,486,63711,505,-767.1,-42.8,2911.52,27.98353909,5.555555556,27.36625514,12.34567901,16.04938272,8.436213992
RUNT_DROME,Nucleus,509,62342,438.9,-557.4,-84.4,3082.11,29.66601179,6.286836935,33.20235756,7.662082515,10.60903733,13.7524558
RBF1_MOUSE,Nucleus,311,41104,350.7,-501.4,-13.2,1860.45,28.29581994,7.073954984,27.97427653,16.39871383,14.79099678,6.752411576
B5_USTMA,Nucleus,410,53614,385.8,-619.7,-54.4,2552.4,24.3902439,6.585365854,29.75609756,10.73170732,17.56097561,10.48780488
ZUO1_YEAST,Nucleus,433,56741,404.1,-766.2,-29.2,2668.17,27.48267898,8.545034642,18.47575058,12.9330254,20.55427252,6.466512702
HG14_BOVIN,Nucleus,100,12470,53.2,-207.8,-13.6,641.45,22,0,19,18,26,13
RFA3_HUMAN,Nucleus,121,15713,154.2,-139.7,-15.2,712.82,29.75206612,8.26446281,20.66115702,9.917355372,12.39669421,14.04958678
CTK3_YEAST,Nucleus,296,40085,275.4,-475.4,-16.4,1772.48,23.98648649,9.797297297,32.09459459,10.13513514,15.87837838,3.716216216
MBP1_KLULA,Nucleus,754,98461,709.4,-1166.6,-80.8,4581.84,24.53580902,6.233421751,32.36074271,11.93633952,14.85411141,9.681697613
RPCX_YEAST,Nucleus,70,8949,70.8,-94.4,-2.8,450.99,31.42857143,4.285714286,30,5.714285714,20,5.714285714
SAT1_HUMAN,Nucleus,763,99576,718.5,-1164.5,-105.2,4604.08,26.73656619,5.373525557,31.19266055,13.1061599,13.23722149,11.66448231
YB1_XENLA,Nucleus,303,40032,133.7,-596.6,-52.8,1892.45,14.52145215,7.920792079,25.41254125,18.48184818,18.48184818,17.82178218
ROX3_YEAST,Nucleus,220,28756,156,-349.3,-26.4,1322.17,19.09090909,8.636363636,35.45454545,10.90909091,12.72727273,12.27272727
SRE1_HUMAN,Nucleus,1147,142134,1271.6,-1216.9,-210,7008.73,33.04272014,5.231037489,25.45771578,5.579773322,11.07236269,17.00087184
SPT7_YEAST,Nucleus,1332,176406,1218.2,-2390.2,-82,7777.44,23.34834835,6.681681682,28.75375375,18.24324324,14.78978979,6.606606607
HSF_XENLA,Nucleus,451,57517,457.6,-568.4,-76,2667.75,25.05543237,5.764966741,31.70731707,10.19955654,10.86474501,14.19068736
TEF_RAT,Nucleus,261,33894,234.8,-410.7,-38.4,1578.45,25.28735632,5.747126437,23.75478927,16.47509579,16.09195402,11.49425287
SPIB_HUMAN,Nucleus,262,33484,230.3,-304.3,-51.6,1580.18,28.6259542,10.30534351,19.46564885,8.778625954,11.83206107,17.17557252
TWST_MOUSE,Nucleus,206,24865,133.6,-257.3,-30.4,1274.15,21.3592233,4.854368932,28.15533981,6.796116505,13.59223301,22.33009709
EVX1_HUMAN,Nucleus,407,49700,327.7,-407.5,-89.6,2475.26,25.7985258,6.633906634,25.30712531,8.108108108,10.81081081,21.86732187
RPA9_YEAST,Nucleus,125,15877,116.3,-153.3,-9.2,749.5,24.8,7.2,36,12.8,12.8,8.8
CREB_BOVIN,Nucleus,325,40670,328.3,-460.3,-36.4,1945.87,31.38461538,2.153846154,35.38461538,10.76923077,9.846153846,10.46153846
ELP_MOUSE,Nucleus,465,59567,394.9,-529.9,-104.4,2870.71,24.08602151,7.096774194,24.30107527,7.741935484,13.76344086,20.64516129
ST12_KLULA,Nucleus,666,87799,473.7,-990,-88.4,3981.11,19.36936937,9.459459459,31.53153153,13.66366366,13.81381381,11.56156156
PHI1_MYTED,Nucleus,91,11975,24,-215,-10.8,738.47,13.18681319,0,26.37362637,0,50.54945055,9.89010989
ZFX1_MOUSE,Nucleus,799,104289,747.4,-1205.5,-66.4,4777.87,25.15644556,5.256570713,25.03128911,12.26533166,18.89862328,8.760951189
HXC4_HUMAN,Nucleus,264,34482,143.5,-370.2,-60.8,1657.98,18.56060606,7.954545455,29.16666667,10.22727273,17.42424242,17.8030303
PPAS_HUMAN,Nucleus,441,57766,464.9,-588.9,-41.6,2685.57,28.11791383,8.390022676,25.3968254,12.47165533,15.6462585,9.977324263
GAT2_XENLA,Nucleus,452,57003,288.2,-508.5,-89.6,2832.31,20.13274336,6.415929204,32.30088496,7.300884956,17.03539823,18.36283186
GLI3_HUMAN,Nucleus,1596,200589,1209.5,-2045.9,-296.4,9742.52,21.86716792,5.07518797,32.58145363,8.709273183,13.78446115,17.48120301
OC3B_HUMAN,Nucleus,265,34802,283.5,-355.6,-34.4,1639.89,26.03773585,10.56603774,26.41509434,10.56603774,14.71698113,13.20754717
RPBY_YEAST,Nucleus,120,15742,145.9,-184.4,-10,718.98,31.66666667,10,19.16666667,15.83333333,15,8.333333333
HMGA_CHITE,Nucleus,114,15065,50.3,-226.5,-9.2,722.34,16.66666667,6.140350877,17.54385965,18.42105263,27.19298246,9.649122807
TOP2_TRYCR,Nucleus,1232,160439,1380.4,-1710.4,-117.6,7645.14,29.78896104,7.873376623,23.37662338,10.38961039,16.96428571,10.71428571
CG2F_HUMAN,Nucleus,786,101660,850,-988.3,-78.4,4735.77,30.02544529,6.997455471,26.97201018,9.160305344,13.48600509,10.05089059
ANDR_MOUSE,Nucleus,899,114247,735.6,-1069.1,-155.2,5426.75,23.91546162,7.675194661,28.69855395,9.343715239,12.01334816,17.46384872
ETS2_CHICK,Nucleus,479,63083,418.5,-636.4,-51.2,2798.3,22.75574113,10.64718163,33.19415449,12.1085595,10.02087683,10.43841336
PTP_RAT,Nucleus,555,69258,650.2,-672.9,-66,3378.57,32.07207207,6.306306306,28.46846847,9.189189189,12.43243243,12.97297297
OCT1_XENLA,Nucleus,760,92670,813.2,-883.4,-100.4,4545.35,31.84210526,3.157894737,40.92105263,8.552631579,6.710526316,12.5
MET4_YEAST,Nucleus,634,81580,549.7,-1138.2,-56.8,3753.06,22.08201893,4.731861199,36.43533123,19.71608833,14.1955836,8.675078864
NUR1_MOUSE,Nucleus,598,77263,552.2,-710.6,-102.4,3628.49,23.24414716,8.695652174,31.27090301,8.361204013,12.7090301,15.2173913
SLP2_DROME,Nucleus,445,58584,307,-682.6,-84.4,2745.25,19.1011236,7.415730337,26.96629213,12.58426966,18.42696629,15.73033708
SMD2_HUMAN,Nucleus,118,15617,119.6,-193.9,-12,755.31,24.57627119,4.237288136,28.81355932,17.79661017,21.18644068,10.16949153
TCF1_HUMAN,Nucleus,269,35054,186.3,-377,-54,1692.4,21.56133829,7.434944238,27.88104089,10.03717472,17.84386617,16.72862454
P53_CERAE,Nucleus,393,50703,286.7,-520.7,-77.6,2395.8,20.3562341,6.361323155,29.00763359,10.94147583,15.01272265,16.5394402
TF3A_XENLA,Nucleus,344,45874,251.9,-532.9,-31.2,2196.94,18.31395349,8.720930233,26.74418605,10.1744186,25.58139535,9.593023256
CPC1_NEUCR,Nucleus,270,34036,257.5,-373.1,-46,1595.76,26.66666667,5.185185185,31.11111111,9.62962963,10,13.7037037
GOLI_DROME,Nucleus,284,37030,302.5,-348.1,-36,1741.74,28.16901408,7.746478873,31.69014085,5.985915493,13.73239437,10.56338028
HNF4_HUMAN,Nucleus,465,60047,498.1,-579.5,-58.8,2825.45,29.67741935,6.23655914,26.66666667,9.247311828,13.76344086,12.25806452
EGR2_HUMAN,Nucleus,406,50543,288.5,-414.6,-109.2,2524.23,21.18226601,7.389162562,28.81773399,4.433497537,13.05418719,22.90640394
GABA_HUMAN,Nucleus,454,59391,509.3,-667.5,-37.2,2682.49,31.05726872,5.947136564,26.43171806,12.99559471,12.33480176,8.59030837
MYB_CHICK,Nucleus,641,83905,547.5,-975.3,-92.4,3910.84,24.49297972,6.39625585,27.1450858,14.04056162,16.53666147,12.63650546
SC35_CHICK,Nucleus,221,29456,79.4,-415.9,-32.4,1542.87,10.85972851,5.882352941,29.86425339,4.977375566,30.31674208,13.57466063
HMX1_COTJA,Nucleus,259,32855,227.7,-327.4,-45.6,1619.76,26.25482625,7.335907336,26.64092664,9.266409266,15.83011583,15.05791506
FTF1_DROME,Nucleus,1043,128869,835.9,-1345.2,-134,6209.3,22.14765101,4.697986577,38.54266539,11.98465964,10.25886865,16.2991371
QA1F_NEUCR,Nucleus,816,103517,817.2,-989.7,-136,4911.78,30.14705882,7.107843137,26.83823529,8.946078431,11.39705882,14.46078431
HN3A_MOUSE,Nucleus,468,57263,294,-437.8,-94,2834.46,21.79487179,7.905982906,33.76068376,8.333333333,9.615384615,21.36752137
HMGT_MOUSE,Nucleus,199,26921,161.8,-350.3,-16.8,1277.08,25.6281407,8.542713568,19.09547739,13.06532663,23.61809045,7.537688442
NOT2_YEAST,Nucleus,191,25757,191.3,-254.6,-22,1145.45,23.56020942,13.08900524,27.22513089,9.42408377,13.08900524,9.947643979
KID1_RAT,Nucleus,576,76528,399.4,-898.6,-46,3673.04,16.84027778,8.159722222,32.98611111,12.15277778,22.91666667,9.548611111
TEA1_YEAST,Nucleus,759,100432,769.9,-1091.7,-63.6,4543.6,25.42819499,10.27667984,31.48880105,13.70223979,12.38471673,8.695652174
GAL4_YEAST,Nucleus,881,115130,914.7,-1159.9,-85.2,5278.11,26.44721907,8.740068104,35.30079455,11.57775255,11.3507378,8.513053348
PML3_HUMAN,Nucleus,824,104940,745,-1070.3,-149.6,5039.85,27.42718447,4.368932039,27.91262136,9.587378641,13.95631068,14.80582524
HXD8_MOUSE,Nucleus,289,36559,178.5,-359.6,-68.4,1780.83,21.4532872,10.03460208,22.83737024,9.688581315,14.53287197,21.79930796
PPOL_CHICK,Nucleus,1011,131655,971.2,-1505.6,-99.6,6225.4,26.40949555,7.616221563,23.04648863,12.16617211,17.8041543,11.27596439
MK16_YEAST,Nucleus,306,41145,222.4,-576,-15.6,1835.07,21.89542484,6.862745098,24.50980392,18.95424837,19.28104575,5.882352941
HMG1_CHICK,Nucleus,200,26354,108.9,-376.3,-24.4,1231.88,16,9,16.5,17.5,23.5,12.5
RA14_YEAST,Nucleus,371,49650,289,-673.1,-38,2286.87,21.02425876,6.738544474,23.18059299,15.63342318,21.02425876,10.2425876
USP_DROME,Nucleus,508,64308,479.4,-632.9,-58.8,3095.07,26.18110236,6.299212598,28.34645669,9.645669291,13.77952756,14.76377953
PHP2_SCHPO,Nucleus,334,40849,239.4,-441.5,-49.6,1993.03,22.75449102,3.892215569,36.82634731,11.9760479,11.07784431,15.56886228
CUT1_SCHPO,Nucleus,1827,242120,2259.1,-2346,-96,10995.03,29.99452655,10.78270389,29.61138478,11.87739464,13.136289,5.911330049
SIN4_YEAST,Nucleus,974,128683,1097.8,-1297.6,-86.4,5892.14,27.61806982,10.57494867,31.00616016,11.49897331,13.03901437,8.008213552
ZIC_MOUSE,Nucleus,447,56390,334.7,-541.4,-69.6,2762.2,21.47651007,8.948545861,27.74049217,8.724832215,17.22595078,16.77852349
TWST_DROME,Nucleus,490,63144,370.1,-750.7,-50.8,2925.31,22.85714286,6.326530612,37.75510204,10.40816327,12.44897959,10.6122449
FLI1_XENLA,Nucleus,453,59095,297.3,-607.2,-68.8,2730.36,18.98454746,9.933774834,33.55408389,10.81677704,13.02428256,14.12803532
HSP2_PIG,Nucleus,92,13432,26.8,-230.2,-8.4,699.8,8.695652174,3.260869565,23.91304348,6.52173913,45.65217391,9.782608696
HXB1_HUMAN,Nucleus,301,37486,162.5,-344.2,-74.4,1823.92,18.27242525,9.966777409,29.56810631,9.634551495,10.29900332,22.92358804
CF2_DROME,Nucleus,510,65822,388.3,-721.9,-82,3109.81,22.15686275,4.901960784,34.50980392,7.450980392,15.88235294,13.7254902
JUND_MOUSE,Nucleus,341,40985,348.4,-366.2,-82.8,2083.3,32.55131965,4.105571848,21.40762463,7.624633431,10.55718475,21.9941349
RRB1_CHICK,Nucleus,455,58796,424.5,-562.8,-69.6,2777.16,24.17582418,5.714285714,31.86813187,10.10989011,14.28571429,13.18681319
OC3A_HUMAN,Nucleus,360,44989,327,-412.3,-80.8,2166.32,23.05555556,8.055555556,24.16666667,10.83333333,10.55555556,23.61111111
UBC2_YEAST,Nucleus,172,22762,142.8,-263.4,-25.6,972.23,22.6744186,8.720930233,22.6744186,12.20930233,11.62790698,11.04651163
HP1_DROVI,Nucleus,213,27242,143.9,-352.8,-20,1270.65,20.657277,6.572769953,27.69953052,17.84037559,14.55399061,12.20657277
RPB6_HUMAN,Nucleus,127,16730,125.9,-200.7,-14.4,712.46,27.55905512,5.511811024,18.8976378,18.11023622,10.23622047,11.81102362
U2AF_HUMAN,Nucleus,475,61972,460.5,-688.3,-66.4,2940.78,24.84210526,7.157894737,25.47368421,9.894736842,16.21052632,14.10526316
MPI3_HUMAN,Nucleus,473,61747,426.7,-657.9,-54.4,2853.37,22.83298097,6.976744186,29.38689218,11.83932347,15.01057082,12.26215645
RPC9_YEAST,Nucleus,142,18671,127.4,-238.5,-12,799.59,23.23943662,4.225352113,28.16901408,18.30985915,11.97183099,8.450704225
SP4_HUMAN,Nucleus,784,96028,763.6,-1049.9,-103.2,4680.2,27.93367347,1.913265306,42.60204082,9.693877551,7.397959184,14.15816327
HSP2_HORSE,Nucleus,62,9506,14.4,-156,-3.6,537.32,9.677419355,6.451612903,19.35483871,0,59.67741935,4.838709677
EXO2_SCHPO,Nucleus,1328,176301,1410,-1874.5,-144.8,8065.85,26.20481928,10.9939759,23.56927711,12.34939759,15.51204819,10.76807229
SNF5_YEAST,Nucleus,905,118714,787.6,-1498.9,-145.2,5469.61,23.31491713,5.193370166,38.45303867,10.38674033,11.04972376,13.25966851
RPC5_YEAST,Nucleus,335,43656,387.5,-482.8,-38,2006.93,28.95522388,8.955223881,23.28358209,13.73134328,13.73134328,10.44776119
MTR2_YEAST,Nucleus,184,24054,193.9,-255.7,-21.6,1100.17,25.54347826,9.239130435,35.32608696,13.58695652,10.32608696,11.41304348
CBFX_HUMAN,Nucleus,324,41699,146,-563.1,-71.6,2053.52,16.04938272,7.407407407,23.7654321,14.81481481,17.59259259,22.83950617
AP1_SCHPO,Nucleus,544,70334,464.6,-859.5,-70.8,3241.08,21.50735294,5.514705882,32.35294118,14.88970588,14.88970588,11.02941176
HXC6_XENLA,Nucleus,234,30854,149.4,-361,-20.4,1433.15,18.37606838,10.68376068,34.61538462,13.67521368,14.52991453,11.53846154
RU1A_DROME,Nucleus,216,28388,223.3,-322.9,-28.8,1342.23,25,8.796296296,27.77777778,13.88888889,16.66666667,11.11111111
CAT8_YEAST,Nucleus,1433,186065,1408.6,-2138.7,-135.6,8694.98,25.12212142,6.908583391,35.380321,14.16608514,13.60781577,9.00209351
