Seq_Name,Location,Seq_Length,Mol_Wght(T),H/phob(T),H/philic,Uniq(T),Isoelc(Pi),group1_AlNP,group2_ArNP,group3_NeP,group4_AP,group5_BP,group6_Uniq
RL1_YEAST,Cytoplasm,297,39033,277.9,-455.4,-24,1817.94,27.60942761,11.11111111,18.85521886,10.43771044,16.83501684,10.1010101
C1TC_HUMAN,Cytoplasm,934,118105,1157.8,-1168.7,-117.6,5684.09,33.29764454,5.56745182,22.05567452,10.59957173,13.49036403,14.13276231
GLB2_LUCPE,Cytoplasm,150,19542,157.6,-181.4,-10.8,902.21,26.66666667,10,29.33333333,8.666666667,14,10
PTN2_MOUSE,Cytoplasm,382,51380,338.3,-608.4,-32,2351.42,23.03664921,8.376963351,28.27225131,13.08900524,17.80104712,8.376963351
ADH1_KLULA,Cytoplasm,350,43500,404.9,-386,-38,2094.69,33.14285714,8.285714286,20.28571429,10.57142857,11.71428571,15.14285714
MVPA_DICDI,Cytoplasm,843,109179,977.8,-1294,-71.6,5117.86,31.79122183,6.049822064,22.77580071,13.64175563,15.42111507,9.489916963
SYLC_YEAST,Cytoplasm,1090,143602,1108.7,-1510.1,-107.2,6551.31,27.6146789,11.37614679,21.00917431,12.66055046,14.7706422,10.27522936
KCRM_CANFA,Cytoplasm,381,49944,371.4,-571.3,-45.2,2327.36,24.14698163,7.874015748,22.04724409,11.54855643,17.84776903,13.91076115
ADH1_ENTHI,Cytoplasm,360,44985,438.5,-414.9,-42.8,2179.27,32.77777778,5,17.22222222,8.333333333,15,17.22222222
SYFA_YEAST,Cytoplasm,594,77890,688.4,-847,-58.8,3551.68,29.29292929,8.417508418,23.23232323,13.13131313,14.47811448,9.595959596
FABL_BOVIN,Cytoplasm,127,16479,137,-188.3,-6.4,765.38,22.83464567,8.661417323,29.92125984,13.38582677,14.96062992,10.23622047
SAHH_HUMAN,Cytoplasm,432,55418,494.7,-512.8,-40.4,2599.49,32.40740741,7.407407407,22.68518519,11.11111111,13.19444444,12.26851852
ATE1_YEAST,Cytoplasm,503,66836,485.7,-625.3,-53.2,3019.62,25.4473161,11.92842942,23.65805169,13.32007952,14.11530815,11.53081511
ACT1_TRYBB,Cytoplasm,376,48646,380.1,-460.9,-46.4,2249.51,25.79787234,8.244680851,27.12765957,12.23404255,12.76595745,13.29787234
MEPD_RAT,Cytoplasm,686,90424,702,-958.4,-68.4,4123.69,28.27988338,8.89212828,23.03206997,11.66180758,14.57725948,10.49562682
MX2_RAT,Cytoplasm,659,86832,768.3,-1041.1,-49.6,3966.72,29.89377845,5.766312595,24.43095599,14.71927162,15.47799697,8.345978756
LEU3_YAMOH,Cytoplasm,368,45876,471.5,-425.7,-42.8,2198.64,35.86956522,4.619565217,22.82608696,10.32608696,11.41304348,12.77173913
P17_DICDI,Cytoplasm,146,18596,146.7,-208.5,-7.6,866.72,28.76712329,8.219178082,25.34246575,15.06849315,13.69863014,8.904109589
FABM_LOCMI,Cytoplasm,133,17292,164,-208.3,-8.8,807.34,30.07518797,7.518796992,18.79699248,12.03007519,17.29323308,9.77443609
ACY1_HUMAN,Cytoplasm,408,53159,434.6,-513.3,-56,2462.41,28.43137255,10.29411765,22.30392157,10.29411765,13.48039216,12.99019608
PUR4_YEAST,Cytoplasm,1360,173612,1507.9,-1699,-156.4,8085.66,29.41176471,7.573529412,27.05882353,12.57352941,11.02941176,12.86764706
ARY1_HUMAN,Cytoplasm,290,39062,312.6,-405.5,-22.8,1745.66,25.51724138,12.06896552,26.20689655,11.37931034,14.13793103,9.310344828
FKBP_CANAL,Cytoplasm,124,15426,130.9,-157.1,-21.6,748.95,25.80645161,6.451612903,24.19354839,12.90322581,11.29032258,21.77419355
IDHC_YEAST,Cytoplasm,412,53933,458,-570.1,-33.2,2479.47,29.36893204,8.980582524,22.08737864,10.19417476,14.5631068,9.951456311
SC18_YEAST,Cytoplasm,758,97586,915.5,-1050.5,-72.4,4589.42,30.07915567,7.387862797,26.12137203,12.79683377,13.32453826,11.21372032
GTT1_CHICK,Cytoplasm,260,34319,314.2,-351,-30.8,1585.51,31.15384615,8.461538462,20.38461538,11.53846154,15.38461538,11.15384615
TCPA_DROME,Cytoplasm,557,69829,735.2,-693.2,-35.6,3377.19,37.88150808,3.590664273,23.15978456,9.515260323,14.00359066,8.438061041
PTNC_HUMAN,Cytoplasm,780,102016,664.5,-1175.9,-118.4,4672.85,22.05128205,6.923076923,29.23076923,13.71794872,14.35897436,12.56410256
HPRT_PLAFG,Cytoplasm,231,30458,278.5,-301.5,-20,1397.13,29.004329,12.12121212,19.48051948,11.25541126,16.45021645,9.956709957
NMT_CANAL,Cytoplasm,451,59918,465.4,-633.9,-47.6,2704.64,25.49889135,11.97339246,25.05543237,11.52993348,13.96895787,10.42128603
TCPE_CAEEL,Cytoplasm,542,69076,690.1,-751.9,-42.8,3268.58,34.87084871,4.05904059,21.40221402,11.0701107,14.57564576,9.778597786
HEM6_YEAST,Cytoplasm,328,43541,278.4,-467,-45.6,1993.83,22.56097561,11.2804878,22.56097561,9.451219512,15.54878049,14.63414634
CRAL_BOVIN,Cytoplasm,316,42016,352.5,-458.4,-30,1881.2,27.53164557,11.70886076,20.88607595,13.92405063,13.29113924,10.44303797
GLYC_NEUCR,Cytoplasm,479,61365,537.7,-615.6,-52.4,2910.61,31.31524008,7.51565762,22.96450939,10.02087683,14.19624217,12.31732777
MYS9_DROME,Cytoplasm,1253,165658,1286.8,-1912.4,-103.2,7704.7,28.17238627,8.220271349,24.26177175,13.32801277,16.75977654,9.337589785
COAC_CHICK,Cytoplasm,2324,304233,2644.8,-3049.7,-237.6,14038.85,29.86230637,8.562822719,24.44061962,11.27366609,13.59724613,11.10154905
FAB1_MANSE,Cytoplasm,132,17176,111.2,-194.7,-8,778.63,22.72727273,12.87878788,26.51515152,11.36363636,12.12121212,10.60606061
GGPP_NEUCR,Cytoplasm,428,55519,445.5,-571.6,-58.4,2588.8,26.86915888,7.943925234,28.5046729,10.98130841,12.85046729,12.38317757
PPCC_CHICK,Cytoplasm,622,80626,643.5,-732.9,-92.4,3757.24,27.17041801,9.485530547,23.31189711,13.82636656,12.70096463,15.4340836
CYTC_BOVIN,Cytoplasm,101,13390,114.4,-159.4,-8,602.42,27.72277228,10.89108911,23.76237624,12.87128713,14.85148515,7.920792079
HS83_LEIAM,Cytoplasm,701,93093,690.2,-1103.7,-45.2,4168.35,25.67760342,7.988587732,24.10841655,16.97574893,15.83452211,7.132667618
DAB_DROME,Cytoplasm,2411,307137,1963.4,-3521.2,-370.4,14519.53,23.06097055,6.262961427,28.5773538,8.875985068,13.68726669,14.51679801
PMM_YEAST,Cytoplasm,254,33584,283.3,-368.9,-20.8,1511.99,25.59055118,12.20472441,20.86614173,14.17322835,14.17322835,11.02362205
SC21_YEAST,Cytoplasm,935,121523,1190.3,-1302.1,-64.4,5522.1,32.0855615,7.914438503,28.55614973,13.68983957,11.55080214,6.310160428
RET3_BOVIN,Cytoplasm,136,17873,133.4,-204.9,-10,815.9,25.73529412,8.823529412,25,15.44117647,14.70588235,9.558823529
V1P_RAT,Cytoplasm,117,14803,138.2,-159.1,-10.4,696,35.04273504,5.128205128,16.23931624,10.25641026,15.38461538,11.96581197
FABL_CHICK,Cytoplasm,125,16295,137.8,-191.5,-8,766.59,27.2,7.2,26.4,12,16.8,8.8
PUA2_MOUSE,Cytoplasm,456,58283,519.3,-586.4,-51.6,2750.31,29.38596491,8.333333333,22.5877193,10.96491228,12.71929825,15.13157895
TSA_YEAST,Cytoplasm,195,24926,254.5,-246.3,-22.8,1160.65,34.35897436,9.743589744,18.97435897,11.79487179,11.28205128,12.30769231
RINI_HUMAN,Cytoplasm,460,58047,568.1,-516,-35.2,2692.69,35,2.826086957,28.91304348,11.30434783,9.782608696,10
ABL_DROME,Cytoplasm,1520,188998,1287.9,-1968.2,-242,9254.12,25.06578947,5.065789474,30.52631579,10.32894737,13.02631579,16.90789474
DHAC_HORSE,Cytoplasm,500,63663,551.1,-594.6,-57.2,3011.44,29,9.6,23.4,10.4,12.4,14.2
FIMB_CHICK,Cytoplasm,630,82180,748.5,-893.6,-49.6,3762.06,31.58730159,7.777777778,25.07936508,14.44444444,13.17460317,8.73015873
TPP2_HUMAN,Cytoplasm,1249,160756,1283.5,-1610.5,-143.6,7502.81,28.7429944,8.326661329,24.89991994,11.68935148,13.37069656,12.40992794
ADHE_HORSE,Cytoplasm,374,46472,460.6,-382.3,-47.2,2273.45,31.01604278,6.417112299,23.79679144,7.754010695,13.10160428,15.50802139
GTPA_BOVIN,Cytoplasm,1044,134403,1140,-1309.8,-126.8,6315.21,29.69348659,8.237547893,23.08429119,11.59003831,13.50574713,13.40996169
PTNB_HUMAN,Cytoplasm,593,78590,526.7,-928.8,-56.8,3620.83,22.93423272,8.26306914,26.13827993,13.153457,17.20067454,11.29848229
PYRD_YEAST,Cytoplasm,314,40395,361.5,-393.2,-37.6,1880.28,28.34394904,10.1910828,24.20382166,14.64968153,11.78343949,13.69426752
FABH_MOUSE,Cytoplasm,132,17016,145.4,-199.6,-6,791.52,26.51515152,7.575757576,28.03030303,9.090909091,14.39393939,9.090909091
SR54_YEAST,Cytoplasm,541,69248,521.2,-670.1,-55.6,3259.98,24.39926063,5.175600739,34.56561922,11.82994455,12.19963031,12.93900185
PYP2_SCHPO,Cytoplasm,711,92046,700.4,-880.8,-100.4,4341.03,24.61322082,9.423347398,30.80168776,10.26722925,13.78340366,12.09563994
FPPS_YEAST,Cytoplasm,352,46755,393.7,-494.6,-20.8,2099.51,30.68181818,11.36363636,20.73863636,12.5,14.48863636,7.102272727
DYHC_EMENI,Cytoplasm,4344,570093,5135.8,-6154,-331.6,26137.61,31.56077348,8.218232044,25.1611418,11.87845304,13.55893186,8.241252302
MDHC_ECHGR,Cytoplasm,332,42290,392.6,-399,-31.6,2009.8,33.43373494,8.13253012,22.89156627,9.337349398,13.55421687,11.14457831
SPRE_RAT,Cytoplasm,262,32794,317.9,-286.4,-26.8,1568.11,34.73282443,4.961832061,29.38931298,9.541984733,8.778625954,12.97709924
HPRT_SCHMA,Cytoplasm,284,36911,356,-326,-24.8,1690.73,30.63380282,8.450704225,27.46478873,9.154929577,11.97183099,9.154929577
LKHA_CAVPO,Cytoplasm,610,79723,673.2,-776.5,-64.8,3679.12,29.50819672,9.672131148,24.91803279,9.672131148,13.7704918,10.32786885
TYTR_LEIDO,Cytoplasm,491,61693,531.4,-547.9,-50.4,2935.86,29.73523422,7.33197556,25.45824847,10.99796334,12.01629328,14.05295316
MIF_BOVIN,Cytoplasm,114,14232,130.6,-110.7,-15.2,685.82,31.57894737,7.01754386,31.57894737,8.771929825,8.771929825,14.9122807
VPS3_YEAST,Cytoplasm,1011,134969,1191.2,-1579.2,-52.8,5961.36,28.28882295,8.704253215,25.91493571,17.21068249,14.54005935,5.341246291
QSR1_YEAST,Cytoplasm,221,29292,223.1,-339.3,-21.6,1430.21,28.05429864,9.502262443,19.00452489,9.502262443,22.1719457,10.85972851
SYYC_YEAST,Cytoplasm,394,51043,453.5,-536,-50.8,2398.39,30.20304569,8.629441624,22.08121827,12.94416244,14.46700508,12.43654822
G6PI_YEAST,Cytoplasm,553,71035,625.9,-736,-42,3298.32,29.4755877,10.66907776,26.40144665,13.0198915,12.2965642,10.3074141
LOX1_RABIT,Cytoplasm,662,86990,768.7,-791.7,-78.8,3997.26,30.51359517,9.96978852,23.11178248,9.516616314,12.53776435,12.53776435
DYHC_DICDI,Cytoplasm,4725,623236,5334.7,-6885.2,-382,28481.99,28.86772487,8.35978836,28.2962963,12.02116402,13.60846561,8.211640212
NCK_HUMAN,Cytoplasm,377,49584,346.1,-548.9,-42,2272.7,24.40318302,9.814323607,24.933687,14.58885942,14.85411141,11.93633952
EF1A_AJECA,Cytoplasm,460,58416,502.7,-612.1,-57.6,2842.12,28.26086957,6.739130435,23.04347826,10.2173913,16.30434783,14.34782609
SUHS_RAT,Cytoplasm,283,37987,292,-338.2,-28.4,1711,24.73498233,14.8409894,23.32155477,8.833922261,14.13427562,11.30742049
NMT_CRYNE,Cytoplasm,491,63576,541.5,-645.3,-61.6,2988.46,30.14256619,9.368635438,21.18126273,9.572301426,14.25661914,13.03462322
TBB_ACHKL,Cytoplasm,444,57769,415.4,-540.7,-44.4,2588.5,24.54954955,9.459459459,29.72972973,13.06306306,10.13513514,12.16216216
TCPQ_MOUSE,Cytoplasm,548,69333,663.3,-678.2,-45.2,3274.74,33.94160584,5.839416058,23.35766423,12.04379562,12.77372263,10.76642336
ASG1_YEAST,Cytoplasm,381,48188,443.1,-436.5,-43.6,2253.68,30.70866142,7.349081365,27.82152231,10.23622047,10.23622047,12.86089239
PAS7_YEAST,Cytoplasm,375,49007,395.7,-479.8,-31.6,2265.58,26.13333333,11.73333333,30.13333333,12,12.53333333,10.66666667
FRIS_LYMST,Cytoplasm,173,23083,152.3,-280.7,-8.4,1023.57,24.27745665,9.826589595,26.01156069,13.87283237,15.60693642,6.936416185
FABE_HUMAN,Cytoplasm,135,17559,124.6,-190.6,-6,815.33,23.7037037,5.925925926,31.11111111,11.85185185,15.55555556,8.888888889
PP12_YEAST,Cytoplasm,312,41464,348.8,-403.3,-34,1863.85,26.92307692,10.8974359,22.43589744,10.57692308,13.46153846,11.85897436
IFE_BRALA,Cytoplasm,464,59577,394.9,-747.3,-22.8,2792.48,26.29310345,4.525862069,27.80172414,15.30172414,14.87068966,9.698275862
SODC_CARCR,Cytoplasm,166,20097,176,-216.5,-23.6,999.41,27.10843373,3.012048193,22.28915663,13.25301205,14.45783133,21.08433735
I1BC_MOUSE,Cytoplasm,402,52806,445.2,-565.5,-33.2,2415.3,27.11442786,7.711442786,25.87064677,11.94029851,15.42288557,8.706467662
PTI_HUMAN,Cytoplasm,376,49288,410.6,-480.7,-25.2,2237.24,26.32978723,10.37234043,27.92553191,13.56382979,12.76595745,8.776595745
DHQU_RAT,Cytoplasm,273,35676,313.6,-346.4,-30.4,1661.04,30.4029304,12.08791209,20.51282051,10.98901099,13.55311355,12.45421245
HD_HUMAN,Cytoplasm,3144,404034,3814.7,-3775.8,-356.4,18872.01,32.91984733,6.011450382,28.11704835,9.319338422,11.67302799,10.40076336
RNA1_YEAST,Cytoplasm,407,53072,516.7,-616.1,-25.2,2340.9,33.41523342,6.633906634,19.9017199,18.18181818,12.53071253,7.371007371
CYG4_HUMAN,Cytoplasm,732,94814,804.4,-935.2,-85.2,4464.76,28.00546448,7.37704918,26.2295082,11.06557377,14.75409836,11.8852459
ATDA_HUMAN,Cytoplasm,171,23061,177.2,-202.4,-13.6,1011.85,26.9005848,14.61988304,18.71345029,12.86549708,14.03508772,9.356725146
SYFB_YEAST,Cytoplasm,502,66333,539.2,-754.4,-43.2,3002.36,27.09163347,9.362549801,25.09960159,12.74900398,14.34262948,9.561752988
GTA3_CHICK,Cytoplasm,228,30250,277.6,-292.6,-20,1405.11,32.01754386,11.84210526,17.10526316,8.771929825,16.22807018,10.0877193
XFIN_XENLA,Cytoplasm,1350,179910,916.3,-2060.7,-140.8,8577.85,16.81481481,7.851851852,31.40740741,9.62962963,23.77777778,10.07407407
ALDR_MOUSE,Cytoplasm,315,41212,357.3,-407.2,-41.2,1907.79,30.47619048,9.206349206,22.85714286,9.841269841,13.96825397,11.74603175
TCPZ_HUMAN,Cytoplasm,531,67497,691.1,-722,-37.2,3224.01,35.96986817,3.95480226,20.9039548,11.11111111,15.44256121,9.604519774
AMPL_BOVIN,Cytoplasm,478,60219,530.1,-597.9,-53.6,2874.68,31.38075314,6.90376569,22.59414226,12.13389121,12.76150628,13.59832636
CYPC_HUMAN,Cytoplasm,212,26535,264.8,-229.8,-28.4,1290.11,28.77358491,9.905660377,18.86792453,6.132075472,13.20754717,19.33962264
KIME_YEAST,Cytoplasm,443,56360,546.8,-536.8,-39.2,2621.55,31.82844244,7.449209932,27.53950339,10.83521445,11.06094808,10.60948081
SYD_HUMAN,Cytoplasm,500,66109,547.7,-740,-48.8,3036.99,28,8.2,24.2,11.6,15.6,10
DHCA_MOUSE,Cytoplasm,276,35512,318.7,-391.6,-32.4,1689.39,30.43478261,6.15942029,21.73913043,11.95652174,15.2173913,13.04347826
GLB1_SCAIN,Cytoplasm,146,18538,182.2,-196.6,-8.8,887.98,35.61643836,8.219178082,21.91780822,8.219178082,14.38356164,8.904109589
PGK1_TRYCO,Cytoplasm,420,52387,485.2,-487.5,-47.2,2552.79,32.61904762,5,21.42857143,9.047619048,14.04761905,14.52380952
HAL1_YEAST,Cytoplasm,294,38231,251.6,-452,-34.4,1799.12,19.3877551,8.503401361,33.33333333,14.28571429,16.32653061,11.9047619
EP15_MOUSE,Cytoplasm,897,114490,869.7,-1312.9,-119.2,5193.19,25.52954292,6.577480491,28.65105909,13.2664437,10.59085842,11.48272018
TCPE_YEAST,Cytoplasm,551,70507,677.2,-778.8,-42.8,3296.73,31.94192377,4.718693285,23.23049002,9.43738657,14.51905626,10.16333938
RSP4_BOVIN,Cytoplasm,295,38152,301.8,-374.3,-38,1748.92,30.84745763,9.152542373,24.40677966,12.20338983,10.16949153,11.86440678
BAXB_HUMAN,Cytoplasm,218,28098,235.7,-243,-37.6,1333.73,28.89908257,9.174311927,22.01834862,6.422018349,12.3853211,16.97247706
SYI_HUMAN,Cytoplasm,1266,167562,1440.3,-1670.9,-124,7622.51,29.14691943,10.2685624,24.09162717,11.84834123,13.42812006,10.03159558
APT_DROME,Cytoplasm,183,23129,264,-217.1,-18.4,1110.03,37.70491803,6.557377049,13.66120219,9.289617486,14.20765027,13.66120219
RS12_HUMAN,Cytoplasm,131,16718,159.1,-185.3,-7.2,794.85,35.8778626,3.816793893,17.55725191,12.97709924,17.55725191,9.160305344
TCPH_MOUSE,Cytoplasm,544,69357,674.9,-694.1,-47.2,3308.28,34.55882353,5.698529412,23.34558824,10.11029412,13.78676471,10.66176471
RIR2_HUMAN,Cytoplasm,389,51810,463.2,-509.6,-38.8,2330.07,28.79177378,11.56812339,21.59383033,13.88174807,13.62467866,9.511568123
MANA_YEAST,Cytoplasm,428,55689,453.5,-618.8,-54.4,2566.3,26.86915888,8.878504673,22.89719626,12.38317757,14.71962617,12.14953271
STH1_XENLA,Cytoplasm,145,19362,131.5,-287.7,-8.8,900.34,26.20689655,1.379310345,20.68965517,22.06896552,24.13793103,4.827586207
SR72_CANFA,Cytoplasm,670,86320,656.7,-1045.4,-58.8,4144.53,29.40298507,5.223880597,27.01492537,11.94029851,17.01492537,9.850746269
IPB2_YEAST,Cytoplasm,74,9763,94.5,-136.7,-4.4,449.75,29.72972973,5.405405405,17.56756757,17.56756757,22.97297297,6.756756757
GTA_PLEPL,Cytoplasm,225,29727,190.1,-276.3,-25.6,1362.21,24.44444444,11.55555556,28,12,13.33333333,11.11111111
IPYR_KLULA,Cytoplasm,286,37128,301,-419.9,-35.2,1701.97,29.37062937,9.090909091,19.93006993,13.63636364,13.98601399,11.88811189
SP21_HUMAN,Cytoplasm,72,9234,4.5,-56.6,-43.2,452.01,2.777777778,4.166666667,41.66666667,2.777777778,11.11111111,37.5
KAD1_YEAST,Cytoplasm,222,28205,237.2,-310.2,-28,1344.57,30.63063063,4.504504505,22.07207207,9.009009009,14.86486486,13.96396396
CORN_PIG,Cytoplasm,97,12439,41.7,-122.6,-49.6,609,11.34020619,0,35.05154639,7.216494845,14.43298969,31.95876289
ERG8_YEAST,Cytoplasm,424,54883,457.7,-570.4,-38.8,2556.25,28.53773585,9.198113208,23.58490566,9.198113208,14.85849057,10.8490566
IFEB_ASCSU,Cytoplasm,589,78203,529.7,-1095.8,-26.8,3592.24,26.31578947,4.923599321,25.63667233,15.6196944,17.82682513,7.300509338
AATC_CHICK,Cytoplasm,411,53132,438.2,-523.8,-44.8,2500.38,28.95377129,10.2189781,24.08759124,9.9756691,13.13868613,12.65206813
DCUP_HUMAN,Cytoplasm,367,47273,422.9,-424,-53.2,2215.6,32.69754768,8.991825613,19.61852861,8.719346049,11.98910082,14.98637602
G6PI_LEIME,Cytoplasm,605,78083,684.2,-772.3,-44,3625.15,29.4214876,9.256198347,28.09917355,11.90082645,12.39669421,10.24793388
RL3_BOVIN,Cytoplasm,402,53057,404.2,-634.2,-35.6,2642.55,25.62189055,8.208955224,19.65174129,6.965174129,25.37313433,11.69154229
CATT_YEAST,Cytoplasm,562,74547,502,-813.6,-71.6,3374.89,22.24199288,12.98932384,26.33451957,12.27758007,13.70106762,12.63345196
CKI2_SCHPO,Cytoplasm,435,57528,378.8,-621.4,-39.6,2676.33,22.52873563,11.26436782,28.50574713,11.95402299,15.86206897,11.03448276
SM30_RAT,Cytoplasm,299,38716,292.2,-364,-29.2,1784.4,26.42140468,10.36789298,24.41471572,8.695652174,12.7090301,12.37458194
LOX5_HUMAN,Cytoplasm,673,89859,750.9,-890.5,-67.6,4030.25,28.97473997,11.88707281,21.9910847,10.99554235,13.52154532,9.955423477
FTDH_RAT,Cytoplasm,902,115231,1064.6,-1129.7,-97.2,5423.42,31.15299335,8.203991131,22.39467849,11.75166297,12.63858093,13.3037694
ITK_HUMAN,Cytoplasm,620,82891,606.2,-851.6,-60.8,3778.99,25.80645161,11.4516129,24.19354839,12.90322581,15.64516129,10
SAHH_LEIDO,Cytoplasm,437,55576,490.9,-519.8,-43.6,2611.08,31.57894737,7.551487414,22.65446224,11.21281465,13.04347826,12.58581236
SYK_CRILO,Cytoplasm,597,78640,632.1,-838.4,-64,3613.02,27.97319933,8.207705193,21.77554439,13.40033501,15.74539363,11.22278057
LEU3_CANMA,Cytoplasm,373,46823,482.1,-455.4,-43.2,2227.52,36.46112601,4.557640751,22.25201072,10.72386059,11.52815013,12.06434316
PBP_BOVIN,Cytoplasm,186,24161,154.6,-255.6,-32.8,1137.34,23.65591398,9.677419355,19.89247312,8.602150538,15.59139785,18.27956989
SR14_HUMAN,Cytoplasm,136,16957,132.8,-190.7,-8.8,873.77,33.08823529,5.147058824,27.20588235,8.088235294,19.11764706,7.352941176
DIDH_RAT,Cytoplasm,322,42763,363.7,-454.5,-28,1949.96,28.57142857,10.2484472,22.67080745,10.55900621,15.83850932,8.695652174
PPCT_BOVIN,Cytoplasm,213,28431,199.6,-284.6,-21.6,1282.89,26.76056338,13.61502347,22.53521127,9.85915493,13.14553991,11.26760563
TUBE_DROME,Cytoplasm,462,58001,415.1,-649.7,-64.4,2684.78,24.67532468,4.329004329,35.4978355,14.5021645,8.225108225,13.41991342
